15.5,6.16,0.83,0.86,0.97,0.5,18.09,0.0,0.0,0.03,1.0,3.0,0.0,0.0,0.0,0.19,0.13,0.19,0.13,0.13,0.03,0.03,0.0,9.92,0.5,0.33,0.3,0.29,0.27,0.29,0.0,0.0,0.0,0.0,0.2,0.2,28.5,6.28,1.53,0.86,1.78,0.0,18.74,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.05,0.16,0.0,0.0,0.0,0.05,0.27,6.48,0.5,0.27,0.3,0.37,0.27,0.37,0.2,0.04,0.0,0.0,0.0,0.0
14.0,4.07,0.38,0.43,0.87,0.0,5.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21,0.07,0.07,0.0,0.0,0.21,0.0,0.0,21.2,0.25,0.33,0.2,0.4,0.18,0.4,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.31,1.29,0.86,1.49,0.0,20.0,0.0,0.0,0.08,1.0,14.0,0.0,0.0,13.79,0.27,0.13,0.13,0.0,0.0,0.0,0.04,0.18,6.85,0.25,0.15,0.3,0.19,0.36,0.27,0.2,0.05,0.0,0.0,0.0,0.0
7.4,5.03,0.99,2.15,0.46,0.0,8.65,0.0,0.03,0.0,0.8,0.0,0.0,0.0,0.0,0.14,0.05,0.3,0.08,0.08,0.19,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,5.3,1.77,2.15,0.82,0.0,11.29,0.0,0.03,0.0,0.8,0.0,0.0,0.0,0.0,0.21,0.15,0.21,0.05,0.05,0.09,0.0,0.0,11.58,0.25,0.29,0.5,0.54,0.45,0.54,0.4,0.09,0.0,0.0,0.0,0.0
17.67,5.57,1.42,1.29,1.1,0.0,15.47,0.0,0.0,0.06,1.33,6.0,0.0,0.0,0.0,0.26,0.08,0.13,0.02,0.02,0.0,0.0,0.0,8.26,0.75,0.21,0.5,0.41,0.45,0.41,0.2,0.04,0.0,0.0,0.0,0.0,23.0,5.78,0.62,0.43,1.43,0.0,13.06,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.09,0.09,0.13,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,4.13,0.43,0.43,1.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.13,0.06,0.0,0.0,0.0,0.0,0.0,9.71,0.25,0.17,0.1,0.14,0.09,0.14,0.0,0.0,0.0,0.0,0.2,0.2,15.5,6.16,0.83,0.86,0.97,0.5,18.09,0.0,0.0,0.03,1.0,3.0,0.0,0.0,0.0,0.19,0.13,0.19,0.13,0.13,0.03,0.03,0.0,9.92,0.5,0.33,0.3,0.29,0.27,0.29,0.0,0.0,0.0,0.0,0.2,0.2
15.0,5.57,0.8,0.86,0.93,0.5,13.98,0.0,0.07,0.03,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.23,0.07,0.07,0.1,0.0,0.0,2.6,0.25,0.33,0.2,0.2,0.18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,28.5,6.28,1.53,0.86,1.78,0.0,18.74,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.05,0.16,0.0,0.0,0.0,0.05,0.27,6.48,0.5,0.27,0.3,0.37,0.27,0.37,0.2,0.04,0.0,0.0,0.0,0.0
16.67,5.6,1.34,1.29,1.04,0.0,14.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24,0.08,0.2,0.08,0.08,0.02,0.04,0.0,8.44,0.75,0.25,0.5,0.32,0.55,0.37,0.2,0.06,0.0,0.0,0.2,0.2,31.0,5.16,0.83,0.43,1.93,0.0,13.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.29,0.0,0.06,0.03,0.03,0.1,0.03,0.0,9.5,0.25,0.11,0.2,0.17,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0
14.17,5.69,2.28,2.58,0.88,0.0,15.22,0.0,0.05,0.02,1.0,5.0,0.0,0.0,10.34,0.24,0.12,0.15,0.04,0.04,0.05,0.01,0.09,5.33,0.25,0.15,0.5,0.22,0.45,0.22,0.4,0.06,0.0,0.0,0.0,0.0,18.0,5.44,0.48,0.43,1.12,0.0,14.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.11,0.28,0.0,0.0,0.06,0.06,0.0,9.63,0.5,0.4,0.3,0.38,0.27,0.38,0.0,0.0,0.0,0.0,0.2,0.2
18.0,5.44,0.48,0.43,1.12,0.0,14.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.11,0.28,0.0,0.0,0.06,0.06,0.0,9.63,0.5,0.4,0.3,0.38,0.27,0.38,0.0,0.0,0.0,0.0,0.2,0.2,13.13,5.59,2.82,3.44,0.82,0.13,14.38,0.0,0.0,0.02,1.25,5.0,1.0,0.0,0.0,0.28,0.06,0.19,0.1,0.1,0.05,0.02,0.0,5.78,0.75,0.41,0.6,0.4,0.64,0.42,0.4,0.05,0.0,0.0,0.2,0.2
17.67,5.57,1.42,1.29,1.1,0.0,15.47,0.0,0.0,0.06,1.33,6.0,0.0,0.0,0.0,0.26,0.08,0.13,0.02,0.02,0.0,0.0,0.0,8.26,0.75,0.21,0.5,0.41,0.45,0.41,0.2,0.04,0.0,0.0,0.0,0.0,14.0,4.07,0.38,0.43,0.87,0.0,5.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21,0.07,0.07,0.0,0.0,0.21,0.0,0.0,21.2,0.25,0.33,0.2,0.4,0.18,0.4,0.0,0.0,0.0,0.0,0.0,0.0
10.5,4.95,0.56,0.86,0.65,0.0,9.38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24,0.1,0.14,0.0,0.0,0.1,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.07,0.4,0.43,0.93,0.0,17.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.2,0.2,0.07,0.07,0.0,0.0,0.0,14.38,0.25,0.2,0.3,0.38,0.27,0.38,0.2,0.14,0.0,0.0,0.0,0.0
